ID,MakeText,ModelText,ModelTypeText,TypeName,BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Properties,Seats,TransmissionTypeText1076.0,Mercedes-Benz,S 500,S 500,S 500,Purple,Limousine,4966,Zuzwil,320 g/km,Occasion,G,13.4 l/100km,4,Hinterradantrieb,10,1999,Benzin,306,schwarz,32000,"Ab MFK",5,Automat
868.0,Mercedes-Benz,E 250,E 250 CGI BlueEff Avgarde,E 250 CGI BlueEff Avgarde,Silver,Limousine,1796,Zuzwil,187 g/km,Occasion,G,8.0 l/100km,4,Hinterradantrieb,6,2010,Benzin,204,schwarz,29800,"Ab MFK",5,Automat sequentiell
920.0,Mercedes-Benz,SLK 200,SLK 200 Kompressor,SLK 200 Kompressor,Silver,Cabriolet,1796,Zuzwil,196 g/km,Neu,G,8.2 l/100km,2,Hinterradantrieb,7,2009,Benzin,184,schwarz,160,"Ab MFK",2,Automat sequentiell
929.0,Land Rover,DISCOVERY,Discovery 3.9,Discovery 3.9,Silver,SUV / Geländewagen,3950,Zuzwil,null,Occasion,null,16.4 l/100km,3,Allrad,7,1998,Benzin,185,anthrazit,55800,"Ab MFK",5,Automatik-Getriebe
95.0,Audi,A8,A8 4.2 quattro,A8 4.2 quattro,Blue,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,1,2003,Benzin,335,grau,26700,"Ab MFK",5,Automat
263.0,Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,Gray,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,6,2003,Benzin,450,beige,68700,"Ab MFK",5,Automat sequentiell
377.0,Mercedes-Benz,E 420,E 420 Elégance,E 420 Elégance,Green,Kombi,4196,Zuzwil,326 g/km,Occasion,null,14.3 l/100km,5,Hinterradantrieb,10,1997,Benzin,279,beige,44000,"Ab MFK",5,Automat
429.0,Porsche,911,911 GT2,911 GT2,Green,Coupé,3600,Zuzwil,298 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,12,2007,Benzin,700,schwarz,20900,"Ab MFK",2,Schaltgetriebe manuell
464.0,Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,Red,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,3,2003,Benzin,450,grau,79000,"Ab MFK",5,Automat sequentiell
485.0,Marcos,null,1600 GT,1600 GT,Red,Coupé,1598,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,4,1968,Benzin,110,schwarz,85000,"Ab MFK",2,Schaltgetriebe manuell
496.0,Dodge,null,B 200,B 200,Red,Kompaktvan / Minivan,5893,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,7,1979,Benzin,0,mehrfarbig,13800,"Ab MFK",7,Automat
705.0,Mercedes-Benz,ML 500,ML 500 4Matic,ML 500 4Matic,Black,SUV / Geländewagen,4966,Zuzwil,319 g/km,Neu,G,13.4 l/100km,5,Allrad,3,2007,Benzin,306,beige,1,"Ab MFK",5,Automat sequentiell
783.0,Audi,A4,A4 Avant 3.0 V6,A4 Avant 3.0 V6,Black,Kombi,2976,Zuzwil,233 g/km,Occasion,null,9.7 l/100km,5,Vorderradantrieb,8,2002,Benzin,220,schwarz,101900,"Ab MFK",5,Automatik-Getriebe
87.0,Citroen,C5,C5 3.0 V6 Exclusive,C5 3.0 V6 Exclusive,Blue,Limousine,2946,Zuzwil,226 g/km,Occasion,G,9.6 l/100km,5,Vorderradantrieb,6,2001,Benzin,208,schwarz,83800,"Ab MFK",5,Schaltgetriebe manuell
899.0,Maserati,BITURBO,Biturbo Spyder E,Biturbo Spyder E,Silver,Cabriolet,2788,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1995,Benzin,225,beige,39500,null,2,Schaltgetriebe manuell
400.0,NSU,null,TT,TT,Green,Limousine,1177,Zuzwil,null,Oldtimer,null,null,2,null,8,1972,Benzin,65,schwarz,10352,"Ab MFK",5,Schaltgetriebe
468.0,Mitsubishi,STARION,Starion 2000 Turbo,Starion 2000 Turbo,Red,Coupé,1997,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1983,Benzin,170,grau,114800,"Ab MFK",4,Schaltgetriebe manuell
